id,Title,Year,Runtime,Rating,Language,Country
22796,The Hunting Party,2007,101 min,6.8,"English, Serbo-Croatian, Serbian, Croatian","USA, Croatia, Bosnia and Herzegovina, Mexico"
22797,Then She Found Me,2007,100 min,6.0,"English, Hebrew, Italian, French","USA, UK"
22798,Australia,2008,165 min,6.6,"English, Aboriginal, Chinese, Japanese","UK, Australia, USA"
22799,Black Irish,2007,95 min,7.0,English,USA
22800,The Bracelet of Bordeaux,2007,99 min,3.4,English,USA
22801,The Hitcher,2007,84 min,5.6,English,USA
22802,Language of the Enemy,2008,105 min,6.0,"English, Arabic, Hebrew",USA
22803,ShowBusiness: The Road to Broadway,2007,102 min,7.9,English,USA
22804,The Shrieking,2008,,6.2,English,USA
22805,Os Desafinados,2008,139 min,6.1,"Portuguese, English, French, Spanish",Brazil
22806,Chaotic Ana,2007,118 min,6.4,"Spanish, Arabic, French, English",Spain
22807,Highway 203,2007,,5.2,Hindi,India
22808,"My Daughter, My Angel",2007,85 min,6.1,French,Canada
22809,Shin Kyûseishu densetsu Hokuto no Ken - Kenshirô den,2008,83 min,7.0,,Japan
22810,Dead Heist,2007,80 min,3.8,English,USA
22811,In the Land of Merry Misfits,2007,,6.2,English,USA
22812,Mr. Magorium's Wonder Emporium,2007,93 min,6.2,English,"USA, Canada"
22813,Perfect Stranger,2007,109 min,5.7,English,USA
22814,Traci Townsend,2007,88 min,7.0,English,USA
22815,Adventures of Johnny Tao,2007,90 min,4.6,English,USA
22816,Paruthiveeran,2007,162 min,8.1,Tamil,India
22817,Tintorettor Jishu,2008,100 min,6.8,Bengali,India
22818,Theresa: The Body of Christ,2007,97 min,4.7,Spanish,"France, Spain, UK"
22819,Import Export,2007,141 min,7.1,"German, Russian, Slovak, Czech, English","Austria, France, Germany"
22820,The Counting House,2007,90 min,5.6,English,"Hong Kong, Italy"
22821,"Gandhi, My Father",2007,136 min,7.3,"Hindi, English, Gujarati, Bengali",India
22822,"Jean Painlevé, fantaisie pour biologie marine",2008,52 min,7.0,French,France
22823,Kahaani Gudiya Ki...: True Story of a Woman,2008,112 min,6.0,Hindi,India
22824,My Mexican Shivah,2007,98 min,6.9,"Hebrew, Spanish, Yiddish","Mexico, USA"
22825,The Royal Guard,2007,105 min,6.1,Hindi,India
22826,Don't Stop Dreaming,2007,104 min,4.5,English,UK
22827,Boy s tenyu II. Revansh,2007,135 min,5.8,Russian,Russia
22828,Georg,2007,105 min,6.5,"Estonian, Finnish, Russian","Estonia, Finland, Russia"
22829,Paragraph 78,2007,88 min,5.0,Russian,Russia
22830,La reine soleil,2007,90 min,5.7,French,"Belgium, France, Hungary"
22831,The Coffin,2008,86 min,4.3,"Thai, English","South Korea, Thailand, Singapore, USA"
22832,Dirty Hands,2008,,7.3,English,USA
22833,In the Name of the King: A Dungeon Siege Tale,2007,127 min,3.8,English,"Germany, Canada, USA"
22834,Ghost Son,2007,97 min,4.5,English,"Italy, South Africa, Spain, UK"
22835,The Great Buck Howard,2008,90 min,6.4,English,USA
22836,Elf Bowling the Movie: The Great North Pole Elf Strike,2007,82 min,1.8,English,USA
22837,The Moon and the Stars,2007,102 min,6.2,English,"Italy, UK, Hungary"
22838,Domain of the Damned,2007,,3.7,English,USA
22839,Night Skies,2007,85 min,4.6,English,USA
22840,Prisoner,2007,95 min,4.7,English,USA
22841,Planet Raptor,2007,87 min,2.7,English,"USA, Romania, Germany"
22842,The Bet,2007,85 min,7.6,"Italian, Spanish, English",Italy
22843,Tryptyk rzymski,2007,,4.3,Polish,Poland
22844,Enchanted,2007,107 min,7.0,English,USA
22845,"Romulus, My Father",2007,104 min,6.6,"English, German",Australia
22846,W.C.,2007,80 min,3.6,English,Ireland
22847,2095,2007,,6.0,English,USA
22848,Dead Tone,2007,100 min,4.6,English,USA
22849,The Kids of Widney High,2008,,,English,USA
22850,Big Rig,2007,96 min,6.5,English,USA
22851,Code Name: The Cleaner,2007,84 min,4.6,English,USA
22852,Daddy Day Camp,2007,93 min,3.1,English,USA
22853,"Double Pleasure, Double Pain",2008,,6.5,English,USA
22854,Fade,2007,74 min,7.0,English,USA
22855,Flakes,2007,84 min,6.0,English,USA
22856,The Unknown Trilogy,2007,26 min,3.4,English,USA
22857,Intervention,2007,93 min,4.8,English,UK
22858,The Last Legion,2007,101 min,5.4,English,"UK, France, Slovakia, Tunisia, Italy, Bulgaria"
22859,Light Years Away,2008,91 min,5.5,English,USA
22860,Bunny Whipped,2007,91 min,3.2,English,USA
22861,Amazing Journey: The Story of The Who,2007,237 min,8.2,English,"UK, USA"
22862,Neptune Cowboy,2008,100 min,7.7,English,USA
22863,Outlander,2008,115 min,6.2,"English, Norse,  Old, Latin","USA, Germany, France"
22864,Más que un hombre,2007,93 min,6.8,Spanish,Argentina
22865,Project Kashmir,2008,88 min,7.3,,USA
22866,Rambo,2008,92 min,7.0,"English, Burmese, Thai","Germany, USA, Thailand"
22867,Haunted Forest,2007,81 min,3.6,English,USA
22868,The Simpsons Movie,2007,87 min,7.3,English,USA
22869,Sister's Keeper,2007,101 min,5.4,English,USA
22870,Urchin,2007,105 min,3.7,English,USA
22871,White Air,2007,81 min,3.8,English,USA
22872,Nevar en Buenos Aires,2007,104 min,6.3,Spanish,Argentina
22873,Descent,2007,104 min,4.8,"English, Spanish",USA
22874,Me Two,2008,84 min,5.7,French,France
22875,Anandabhairavi,2007,,6.1,Malayalam,India
22876,Jake's Closet,2007,93 min,5.6,English,USA
22877,28 Weeks Later,2007,100 min,7.0,English,"UK, Spain"
22878,Die andere Hälfte des Glücks,2007,90 min,7.8,German,Germany
22879,Apparatspott - Dat mokt wie gistern,2008,108 min,5.1,German,Germany
22880,Asterix at the Olympic Games,2008,116 min,5.2,"French, Portuguese","France, Germany, Spain, Italy, Belgium"
22881,Back in Business,2007,86 min,4.3,English,UK
22882,Cake: A Wedding Story,2007,,6.6,English,USA
22883,Domestic Strangers,2005,,,English,USA
22884,Fields of Fuel,2008,90 min,6.0,English,USA
22885,Freedom Writers,2007,123 min,7.5,"English, Spanish","Germany, USA"
22886,G.P.S.,2007,98 min,3.9,English,USA
22887,The Lazarus Project,2008,100 min,6.1,English,"USA, Canada, UK"
22888,Lonely Street,2008,89 min,5.2,English,USA
22889,Mexican Sunrise,2007,85 min,4.0,English,USA
22890,A New Tomorrow,2007,79 min,6.0,English,USA
22891,The Orphanage,2007,105 min,7.4,Spanish,"Spain, Mexico"
22892,Ghostwood,2008,85 min,4.1,,Ireland
22893,National Treasure: Book of Secrets,2007,124 min,6.5,"English, French",USA
22894,The Cottage,2008,92 min,6.1,English,UK
22895,December Boys,2007,105 min,6.5,"English, French","Australia, Germany, USA"
22896,Four Last Songs,2007,110 min,6.0,"Spanish, English, Catalan","Spain, UK"
22897,Hitman,2007,100 min,6.3,"English, Russian, Serbo-Croatian","France, USA"
22898,Igor,2008,87 min,6.0,English,"USA, France"
22899,Michael Clayton,2007,119 min,7.2,English,USA
22900,Shoot 'Em Up,2007,86 min,6.7,"English, Italian",USA
22901,Stagknight,2007,79 min,3.6,English,UK
22902,L'amore e la guerra,2007,200 min,7.4,Italian,Italy
22903,"Maradona, the Hand of God",2007,110 min,5.7,"Italian, English","Italy, Argentina"
22904,Max Minsky and Me,2007,94 min,6.6,German,Germany
22905,Främmande,2007,,6.4,Swedish,Sweden
22906,Island of Lost Souls,2007,100 min,5.7,"Danish, German, Spanish","Denmark, Sweden, Germany"
22907,Midsummer Madness,2007,94 min,6.1,"English, Latvian, Russian, French","Latvia, UK, Austria, Russia"
22908,Golapi Ekhon Bilatey,2006,,7.5,Bengali,Bangladesh
22909,Military Academy,2007,85 min,4.9,"German, English",Germany
22910,Drive Thru,2007,83 min,4.5,English,USA
22911,Hallam Foe,2007,95 min,7.0,English,UK
22912,I Could Never Be Your Woman,2007,97 min,6.0,English,USA
22913,The Karaoke King,2007,,8.0,English,USA
22914,Randy and the Mob,2007,91 min,6.1,English,USA
22915,Talento de barrio,2008,107 min,5.2,"Spanish, English",Puerto Rico
22916,Til Night,2007,97 min,6.4,English,USA
22917,Underdog,2007,84 min,4.7,English,USA
22918,Beneath,2007,82 min,5.4,English,USA
22919,Max Payne,2008,100 min,5.4,"English, Russian, Spanish","USA, Canada"
22920,The Other Boleyn Girl,2008,115 min,6.7,English,"UK, USA"
22921,Juno,2007,96 min,7.4,"English, Spanish",USA
22922,Wildwood Days,2008,60 min,8.3,English,USA
22923,Sonic Mirror,2008,79 min,7.3,"English, German, Swiss German, Portuguese","Switzerland, Finland, Germany"
22924,"Bolboreta, mariposa, papallona",2007,87 min,6.5,"Gallegan, Catalan, Spanish",Spain
22925,Hotel Tívoli,2007,112 min,5.5,"Spanish, German, English, Danish, Basque, Gallegan, Catalan","Spain, Argentina, Denmark, Portugal"
22926,Pipeline,2007,,7.0,English,USA
22927,Torn from the Flag: A Film by Klaudia Kovacs,2007,97 min,9.1,English,USA
22928,The Dark Knight,2008,152 min,9.0,"English, Mandarin","USA, UK"
22929,Love Is All,2007,110 min,7.0,"Dutch, English, Spanish",Netherlands
22930,When a Man Falls,2007,86 min,5.1,English,"Germany, Canada, USA"
22931,Crystal River,2008,102 min,4.9,English,USA
22932,Devil's Canyon,2007,70 min,4.8,English,USA
22933,For Heaven's Sake,2008,90 min,5.9,English,USA
22934,Hey Hey It's Esther Blueburger,2008,103 min,6.3,English,Australia
22935,Mil Mascaras vs. the Aztec Mummy,2007,,6.1,English,USA
22936,The Pacific and Eddy,2007,88 min,5.4,English,USA
22937,Shanghai Kiss,2007,106 min,6.6,"English, Mandarin","USA, China, Hong Kong"
22938,The Shark Is Still Working: The Impact & Legacy of 'Jaws',2007,100 min,7.7,English,USA
22939,Callback,2007,,5.8,English,USA
22940,Her Best Move,2007,101 min,5.5,English,USA
22941,There Will Be Blood,2007,158 min,8.2,"English, American Sign Language",USA
22942,Things We Lost in the Fire,2007,118 min,7.2,English,"USA, UK, Canada"
22943,Bathory: Countess of Blood,2008,141 min,5.9,English,"Slovakia, Hungary, Czech Republic, UK, France"
22944,Saturday Morning,2007,81 min,6.5,English,USA
22945,Corpo,2007,90 min,6.3,Portuguese,Brazil
22946,Wiener Takes All: A Dogumentary,2007,,7.6,English,Canada
22947,The Express,2008,130 min,7.3,English,"USA, Germany"
22948,Good Time Max,2007,79 min,6.1,English,USA
22949,Japan,2008,,6.9,English,USA
22950,Rolling,2007,90 min,5.7,English,USA
22951,Spinning Into Butter,2007,86 min,4.3,English,USA
22952,Show de Bola,2007,97 min,5.3,Portuguese,Germany
22953,Imitation,2007,87 min,4.9,English,Canada
22954,The Leap Years,2008,103 min,6.3,English,Singapore
22955,August,2008,88 min,5.3,English,USA
22956,The Dukes,2007,96 min,6.0,English,USA
22957,First Born,2007,95 min,4.8,English,USA
22958,Morituri,2007,116 min,4.6,"Arabic, French","France, Algeria"
22959,Essayette,2008,85 min,6.7,English,UK
22960,Home of the Giants,2007,104 min,6.1,English,USA
22961,Knock Knock,2007,92 min,3.1,English,USA
22962,Sea of Dust,2008,90 min,3.3,English,USA
22963,Still Green,2007,87 min,4.0,English,USA
22964,Web of Deceit,2007,84 min,8.1,English,UK
22965,Defenders of Riga,2007,118 min,6.8,"Latvian, German, Russian, French, English",Latvia
22966,Fire Serpent,2007,89 min,3.4,English,"Canada, USA"
22967,Gympl,2007,105 min,6.2,Czech,Czech Republic
22968,All Is Normal,2008,,7.8,English,USA
22969,August the First,2007,81 min,6.6,English,"Nigeria, Sweden, USA"
22970,Bart Got a Room,2008,80 min,5.6,English,USA
22971,Charlie Wilson's War,2007,102 min,7.0,"English, Dari, Russian, Urdu, Hebrew, Arabic","USA, Germany"
22972,Death Defying Acts,2007,97 min,5.8,"English, Hungarian","UK, Australia"
22973,Don't Wake the Dead,2008,78 min,2.9,English,Germany
22974,Forfeit,2007,84 min,4.9,English,USA
22975,Happy Valley,2007,85 min,4.7,English,USA
22976,Tie a Yellow Ribbon,2007,,7.7,English,USA
22977,Water Flowing Together,2007,,7.9,English,USA
22978,Shake Hands with the Devil,2007,112 min,7.6,"English, French",Canada
22979,Maharal - tajemstvi talismanu,2007,105 min,5.9,,Czech Republic
22980,Bald,2008,81 min,2.6,English,USA
22981,Closing Escrow,2007,93 min,5.4,English,USA
22982,Boxboarders!,2007,,5.3,English,USA
22983,Bobby Z,2007,97 min,5.9,English,"USA, Germany"
22984,Memoirs,2007,,,English,USA
22985,Nobody the Great,2007,,8.1,English,UK
22986,Solstice,2008,91 min,5.3,English,USA
22987,Waitress,2007,108 min,7.0,English,USA
22988,Dimension,2007,99 min,6.7,English,USA
22989,The Flock,2007,96 min,5.7,English,USA
22990,Goal II: Living the Dream,2007,115 min,5.9,"English, Spanish","UK, Spain, Germany"
22991,Jaane Tu... Ya Jaane Na,2008,155 min,7.5,Hindi,India
22992,Scaring the Fish,2008,68 min,8.5,English,USA
22993,Cherry Crush,2007,89 min,5.5,English,USA
22994,Short Track,2008,100 min,5.6,English,USA
22995,Einfache Leute,2007,88 min,6.5,German,Germany
22996,Satanás,2007,95 min,7.3,Spanish,"Colombia, Mexico"
22997,September Dawn,2007,111 min,5.8,English,"USA, Canada"
22998,"Behind the Sun, More Sky",2008,97 min,6.7,Spanish,"Argentina, Paraguay"
22999,La velocidad funda el olvido,2007,110 min,6.6,Spanish,"Argentina, Spain"
23000,Possible Lives,2007,80 min,6.2,Spanish,"Argentina, Germany"
23001,BlackJack: Ghosts,2007,,6.8,English,Australia
23002,Bone Dry,2007,100 min,5.5,English,USA
23003,Crashing,2007,79 min,5.5,English,USA
23004,Crossing Bridges,2005,96 min,6.5,English,UK
23005,Jack and Jill vs. the World,2008,90 min,5.5,English,"USA, Canada"
23006,Dog Days of Summer,2007,88 min,5.6,English,USA
23007,The Favor,2007,110 min,6.9,English,"Mexico, USA"
23008,Für den unbekannten Hund,2007,107 min,6.1,German,Germany
23009,Get Pony Boy,2007,,4.5,English,USA
23010,Graduation,2007,89 min,6.5,"English, Spanish",USA
23011,Hack!,2007,89 min,4.1,English,USA
23012,The Lodge,2008,83 min,3.9,English,USA
23013,Love and Mary,2007,104 min,5.8,English,USA
23014,Nowhere Now,2008,,,English,USA
23015,Pride,2007,104 min,6.1,English,"Germany, USA"
23016,Tumbling After,2007,,6.7,English,USA
23017,Unearthed,2007,93 min,4.0,English,USA
23018,Permanent Vacation,2007,94 min,3.3,English,"USA, UK"
23019,Días de cine,2007,,4.0,Spanish,Spain
23020,Paraiso Travel,2008,116 min,7.1,"Spanish, English, French","Colombia, USA"
23021,Bar Starz,2008,105 min,3.9,English,USA
23022,Mister Lonely,2007,112 min,6.5,"English, French","UK, France, Ireland, USA"
23023,Parting Words,2008,90 min,6.8,English,USA
23024,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,85 min,5.7,English,USA
23025,Revolution Summer,2007,90 min,5.5,English,USA
23026,Season of the Samurai,2006,91 min,6.7,English,USA
23027,Pact of Silence,2007,90 min,7.4,"Spanish, German, English, Italian","Germany, Argentina, Spain, Switzerland, Netherlands"
23028,Outside Love,2007,90 min,5.8,Danish,Denmark
23029,God You Are Great,2008,152 min,3.6,Hindi,India
23030,The Three Investigators and the Secret of Skeleton Island,2007,91 min,5.6,English,"Germany, South Africa"
23031,L'affaire Christian Ranucci: Le combat d'une mère,2007,,7.2,French,"France, Belgium"
23032,The Sovereign's Servant,2007,131 min,6.0,"Russian, French, Swedish, Polish",Russia
23033,Uno de los dos no puede estar equivocado,2007,,7.5,Spanish,Spain
23034,Deha,2007,,7.2,Hindi,India
23035,Big Brother,2007,128 min,3.8,Hindi,India
23036,Nehlle Pe Dehlla,2007,125 min,3.8,Hindi,India
23037,Raakh: A Poem Masked in Blood,2007,,3.5,"Hindi, English",India
23038,Absolutely Safe,2007,,,English,USA
23039,Amusement,2008,85 min,4.9,English,USA
23040,Blue Lake Butcher,2007,97 min,4.0,English,USA
23041,The Brave One,2007,122 min,6.7,English,USA
23042,Aberration,2007,85 min,2.4,English,USA
23043,Were the World Mine,2008,95 min,6.9,English,USA
23044,Firehouse Dog,2007,111 min,5.5,English,"USA, Canada"
23045,Gogol Bordello Non-Stop,2008,90 min,7.5,"Russian, Spanish, English",USA
23046,Noble Things,2008,98 min,5.2,English,USA
23047,Norbit,2007,102 min,4.1,English,USA
23048,Premonition,2007,96 min,5.9,English,USA
23049,Rocket Science,2007,101 min,6.6,English,USA
23050,Victim's Song,2008,90 min,7.7,English,USA
23051,Will to Power,2008,90 min,7.4,English,USA
23052,Kush,2007,96 min,3.7,English,USA
23053,Dead Daughters,2007,123 min,4.2,Russian,Russia
23054,No Country for Old Men,2007,122 min,8.1,"English, Spanish","USA, Mexico"
23055,Perquè ningú no oblidi el teu nom,2007,,,Catalan,Spain
23056,Lucifer et moi,2008,98 min,,French,France
23057,Det perfekte kup,2008,85 min,5.0,Danish,Denmark
23058,Remix,2008,,3.5,Danish,Denmark
23059,In the Valley of Elah,2007,121 min,7.1,English,USA
23060,Desert of Blood,2008,89 min,3.4,English,USA
23061,Freebird,2008,89 min,5.5,English,UK
23062,The Men Who Fell,2007,85 min,4.6,English,USA
23063,Small Town Folk,2007,90 min,3.2,English,UK
23064,Solitaire,2008,90 min,7.4,English,USA
23065,South of Pico,2007,86 min,5.7,English,"USA, Austria"
23066,Triloquist,2008,80 min,4.1,English,USA
23067,Knocked Up,2007,129 min,6.9,English,USA
23068,Xenophobia,2008,,4.9,English,"USA, Germany, Romania"
23069,Hvordan vi slipper af med de andre,2007,94 min,6.0,Danish,Denmark
23070,The Substitute,2007,93 min,5.8,Danish,Denmark
23071,Michou d'Auber,2007,124 min,6.6,French,France
23072,Treasure Raiders,2007,95 min,2.7,English,"Russia, USA"
23073,Be My Baby,2007,86 min,4.7,English,USA
23074,The Trap,2007,106 min,7.9,Serbian,"Serbia, Germany, Hungary"
23075,The Book of Caleb,2008,106 min,6.9,English,USA
23076,Dante's Inferno,2007,88 min,6.6,English,USA
23077,Crips and Bloods: Made in America,2008,93 min,6.9,English,USA
23078,The Inner Life of Martin Frost,2007,94 min,5.1,English,"Spain, Portugal, France, USA"
23079,Ripple Effect,2007,87 min,5.0,English,USA
23080,Broken Thread,2007,80 min,7.2,English,"UK, Isle Of Man, Germany"
23081,Totally Baked,2007,88 min,5.0,English,USA
23082,Buried Alive,2007,94 min,4.0,English,USA
23083,Életek éneke,2008,90 min,7.7,Hungarian,Hungary
23084,Screw Cupid,2008,109 min,3.3,English,USA
23085,The Go-Getter,2007,93 min,6.6,"English, Spanish",USA
23086,Adam Resurrected,2008,106 min,6.3,English,"Germany, Israel, USA"
23087,Gonzo,2008,120 min,7.7,"English, Portuguese",USA
23088,Nancy Drew,2007,99 min,5.9,English,USA
23089,Promise Me This,2007,137 min,7.0,Serbian,"Serbia, France"
23090,Surfwise,2007,93 min,7.2,English,USA
23091,Anastezsi,2007,,5.4,English,"UK, Spain"
23092,Dasavatharam,2008,189 min,7.2,Tamil,India
23093,"14, Fabian Road",2008,,6.8,Spanish,Spain
23094,The Line,2007,95 min,6.1,English,Australia
23095,Mi vida dentro,2007,120 min,8.5,"English, Spanish",Mexico
23096,Sivaji,2007,188 min,7.5,"Tamil, Hindi, English",India
23097,Chasing Ghosts: Beyond the Arcade,2007,90 min,7.1,English,USA
23098,Children of Wax,2007,102 min,4.2,"English, Turkish, Bulgarian, Turkmen, Persian",Bulgaria
23099,Kammaren,2007,,5.2,Swedish,Sweden
23100,The Kautokeino Rebellion,2008,96 min,6.8,"Saami, Norwegian, Swedish, Danish","Denmark, Norway, Sweden"
23101,Living & Dying,2007,90 min,3.9,English,USA
23102,Madagascar: Escape 2 Africa,2008,89 min,6.6,"English, Italian",USA
23103,One Missed Call,2008,87 min,4.0,English,"USA, Japan, Germany, UK"
23104,Passage to Zarahemla,2007,90 min,5.1,English,USA
23105,Sexina,2007,90 min,4.5,English,USA
23106,'Side by Each',2008,99 min,5.6,English,USA
23107,Dan in Real Life,2007,98 min,6.7,English,USA
23108,I Am Legend,2007,101 min,7.2,English,USA
23109,Blind Date,2007,80 min,5.9,"English, French","USA, UK"
23110,Bad Habits,2007,103 min,6.8,"Spanish, Chinese",Mexico
23111,Of Golf and God,2008,90 min,5.7,English,Canada
23112,Timecrimes,2007,92 min,7.2,Spanish,Spain
23113,Diario Argentino,2007,78 min,7.8,Spanish,"Argentina, Spain"
23114,A2Z,2007,85 min,7.2,English,Germany
23115,King of Sorrow,2007,95 min,5.7,English,Canada
23116,Speed of Light,2007,74 min,6.1,English,UK
23117,Il rabdomante,2007,,7.0,Italian,Italy
23118,The True Story of Che Guevara,2007,,7.0,English,USA
23119,No Reservations,2007,104 min,6.3,English,USA
23120,Running the Sahara,2007,102 min,7.1,English,USA
23121,Guido che sfidò le Brigate Rosse,2007,,5.7,Italian,Italy
23122,Blue Eyelids,2007,98 min,7.0,Spanish,Mexico
23123,The Number 23,2007,98 min,6.4,"English, Chinese",USA
23124,Music,2008,110 min,7.2,Slovak,"Germany, Slovakia"
23125,Lady Bar,2007,96 min,6.7,French,France
23126,The Controller,2008,100 min,2.8,"English, German, Spanish",USA
23127,Crime Fiction,2007,90 min,4.4,English,USA
23128,Little Dodo,2008,79 min,6.1,German,Germany
23129,The Fifth Patient,2007,95 min,5.0,English,USA
23130,Harold & Kumar Escape from Guantanamo Bay,2008,114 min,6.6,"English, Spanish, French",USA
23131,Autism: The Musical,2007,94 min,8.0,English,USA
23132,Simple Things,2007,102 min,6.0,English,USA
23133,Willoughby,2007,,7.5,English,USA
23134,Youth Without Youth,2007,124 min,6.2,"English, Sanskrit, German, French, Italian, Russian, Romanian, Mandarin, Latin, Armenian","USA, Romania, France, Italy, Germany"
23135,Project Grey,2007,90 min,6.3,English,Canada
23136,Bats: Human Harvest,2007,87 min,3.2,English,USA
23137,Duhovi Sarajeva,2007,95 min,4.6,"Bosnian, Serbian",Bosnia and Herzegovina
23138,Susuk,2008,110 min,5.5,"Malay, Cantonese",Malaysia
23139,The Early Years: Erik Nietzsche Part 1,2007,91 min,6.2,Danish,"Denmark, Italy, Sweden, Austria, France"
23140,Awaken the Dead,2007,102 min,2.4,English,USA
23141,Dual,2008,89 min,3.6,English,USA
23142,A Good Day to Be Black & Sexy,2008,92 min,4.8,English,USA
23143,Pride and Glory,2008,130 min,6.6,"English, Spanish","USA, Germany"
23144,Rapturious,2007,96 min,3.1,English,USA
23145,Shutter,2008,85 min,5.2,"English, Japanese","USA, Japan, Thailand"
23146,Six Bend Trap,2007,135 min,4.0,English,UK
23147,Space Chimps,2008,81 min,4.5,English,USA
23148,The Third Nail,2007,91 min,4.9,English,USA
23149,The Pope's Toilet,2007,90 min,7.3,"Spanish, Portuguese","Uruguay, Brazil, France"
23150,De profundis,2007,80 min,6.6,None,"Spain, Portugal"
23151,The Speed Track,2007,,5.3,Malayalam,India
23152,Gàbies d'or,2007,,,Catalan,Spain
23153,Death Knows Your Name,2007,88 min,3.5,English,Argentina
23154,Oliviero Rising,2007,85 min,6.7,"Italian, English",Italy
23155,Naranjo en flor,2008,,5.0,Spanish,"Argentina, Spain"
23156,The Three Passions of Bertrand Russell,2008,126 min,7.9,English,Canada
23157,Crossing a Shadow,2007,135 min,5.8,Spanish,Peru
23158,The Night Buffalo,2007,102 min,4.7,Spanish,Mexico
23159,Complete Map of the Universe,2007,2 h 22 min,8.6,,
23160,Doomsday,2008,105 min,6.0,English,"UK, USA, South Africa, Germany"
23161,Necronaut,2007,,4.6,English,USA
23162,Nobel Son,2007,110 min,6.3,English,USA
23163,Who Says It's Easy?,2007,108 min,6.3,Spanish,Argentina
23164,California Dreaming,2007,86 min,3.6,English,USA
23165,Popcorn,2007,90 min,5.5,English,UK
23166,Richard III,2007,,6.1,English,USA
23167,Moola,2007,108 min,5.3,English,USA
23168,Sultanes del Sur,2007,95 min,6.1,Spanish,"Mexico, Spain, Argentina"
23169,The Good Night,2007,93 min,5.8,"English, Italian","UK, Germany, USA"
23170,Homo Erectus,2007,88 min,3.5,English,USA
23171,On the Road with Judas,2007,100 min,5.5,English,USA
23172,¡Pega Martín pega!,2007,,,,
23173,Gli arcangeli,2007,103 min,7.8,Italian,Italy
23174,The Seeker: The Dark Is Rising,2007,99 min,4.8,English,USA
23175,Love in the Time of Cholera,2007,139 min,6.4,English,"USA, Mexico, UK"
23176,Spy School,2008,86 min,4.5,English,USA
23177,Puffball: The Devil's Eyeball,2007,120 min,4.2,English,"UK, Ireland, Canada"
23178,Seven Days Sunday,2007,80 min,6.0,"German, Polish",Germany
23179,Valley of Angels,2008,,5.1,,USA
23180,Krakatoa,2008,87 min,7.4,English,UK
23181,It's Better If Gabriela Doesn't Die,2007,99 min,6.4,Spanish,Mexico
23182,No digas nada,2007,90 min,5.2,Spanish,Spain
23183,Saigon Eclipse,2007,90 min,5.5,"English, Vietnamese",Vietnam
23184,Americanizing Shelley,2007,90 min,4.6,English,USA
23185,A Tribute to Love,2007,216 min,5.1,Hindi,India
23186,Les murs porteurs,2007,,7.1,French,France
23187,The Marconi Bros.,2008,83 min,4.6,English,USA
23188,Against All Odds: The Quest for Malta,2007,52 min,6.4,English,Malta
23189,Le corps sublimé,2007,75 min,6.4,French,France
23190,The Thirst: Blood War,2008,96 min,2.6,English,USA
23191,Los actores del conflicto,2008,100 min,6.8,Spanish,"Colombia, Venezuela"
23192,The Air I Breathe,2007,95 min,6.8,"English, Spanish","USA, Mexico"
23193,Killing Ariel,2008,90 min,4.8,English,USA
23194,Superheroes,2007,87 min,6.2,English,USA
23195,The Speed of Life,2007,85 min,7.0,English,USA
23196,Three Priests,2008,89 min,5.8,English,USA
23197,Wind Chill,2007,91 min,5.8,English,"USA, UK"
23198,Speed Dating,2007,85 min,5.0,English,Ireland
23199,American Teen,2008,95 min,6.4,English,USA
23200,Fly Me to the Moon 3D,2007,84 min,4.5,English,"Belgium, USA"
23201,Fuerte Apache,2007,94 min,6.3,Spanish,Spain
23202,Cherche fiancé tous frais payés,2007,92 min,4.9,French,France
23203,The Valley of Light,2007,97 min,6.6,English,USA
23204,Albert Fish: In Sin He Found Salvation,2007,86 min,5.7,English,USA
23205,Cold Ones,2007,94 min,5.6,English,USA
23206,Fantastic 4: Rise of the Silver Surfer,2007,92 min,5.6,"English, Japanese, Chinese, Arabic","USA, Germany, UK"
23207,First Sunday,2008,96 min,4.5,English,USA
23208,Fred Claus,2007,116 min,5.6,English,USA
23209,Made in Brooklyn,2007,,5.8,English,USA
23210,General Dad,2007,91 min,5.9,German,Germany
23211,Postal,2007,100 min,4.5,English,"USA, Canada, Germany"
23212,Dark Mirror,2007,86 min,4.7,English,USA
23213,Trail of the Screaming Forehead,2007,88 min,6.0,English,USA
23214,What Just Happened,2008,104 min,5.6,"English, Hebrew, French",USA
23215,Disturbia,2007,105 min,6.8,"English, Spanish",USA
23216,Wild Hogs,2007,100 min,5.8,English,USA
23217,Killing Zelda Sparks,2007,95 min,5.0,English,"Canada, USA"
23218,Dupa ea,2007,90 min,6.9,Romanian,Romania
23219,Through Deaf Eyes,2007,120 min,8.3,English,USA
23220,Cow-Boy,2007,96 min,5.8,French,Belgium
23221,Daniel Käfer - Die Schattenuhr,2008,,3.8,German,Austria
23222,The Witnesses,2007,112 min,6.8,"French, English",France
23223,The Dread,2007,95 min,3.0,English,USA
23224,The Secret of the Grain,2007,151 min,7.4,"French, Arabic, Russian",France
23225,Back to Normandy,2007,113 min,6.4,French,France
23226,Paris Lockdown,2007,107 min,5.6,French,France
23227,"Très bien, merci",2007,102 min,6.5,French,France
23228,A Ilha dos Escravos,2008,100 min,5.8,Portuguese,"Brazil, Cape Verde, Portugal, Spain"
23229,Dante 01,2008,82 min,4.9,French,France
23230,Texture of Skin,2007,93 min,4.9,Korean,South Korea
