id,Title,Year,Runtime,Rating,Language,Country
24116,Silent Wings: The American Glider Pilots of World War II,2007,113 min,8.2,English,USA
24117,"1973, un grito del corazón",2008,106 min,5.8,Spanish,Argentina
24118,Die großen und die kleinen Wünsche - David gegen Goliath,2007,,,German,Germany
24119,Ada,2007,95 min,6.2,Turkish,Turkey
24120,When Did You Last See Your Father?,2007,92 min,6.8,English,"UK, Ireland"
24121,Dead on Arrival,2008,104 min,6.9,Swedish,Sweden
24122,Harpies,2007,89 min,2.1,English,USA
24123,Honeydripper,2007,124 min,6.6,English,USA
24124,Honeyz,2007,75 min,4.3,Dutch,Netherlands
24125,I'm Through with White Girls (The Inevitable Undoing of Jay Brooks),2007,93 min,5.7,English,USA
24126,How to Become a Hero,2007,80 min,8.2,Serbo-Croatian,Serbia
24127,Ten Inch Hero,2007,102 min,7.4,English,USA
24128,Wishbaby,2007,82 min,5.1,English,UK
24129,¿Y tú quién eres?,2007,90 min,5.7,Spanish,Spain
24130,"Me & You, Us, Forever",2008,92 min,3.8,English,USA
24131,Thunder Over Reno,2008,93 min,7.1,English,USA
24132,The Wild Man of the Navidad,2008,86 min,4.8,"Spanish, English",USA
24133,A Mighty Heart,2007,108 min,6.6,"English, French, Urdu, Arabic","USA, UK"
24134,Paradise Hills,2007,,7.5,English,USA
24135,Superbad,2007,113 min,7.6,English,USA
24136,Where Souls Go,2007,87 min,5.3,Estonian,Estonia
24137,L'avare,2007,,6.8,French,France
24138,Quantum of Solace,2008,106 min,6.6,"English, Spanish, Italian, French, Swiss German, German","UK, USA"
24139,Demons from Her Past,2007,93 min,4.8,English,"Canada, USA"
24140,Disfigured,2008,96 min,6.5,English,USA
24141,Et toi t'es sur qui?,2007,82 min,5.5,French,France
24142,The Girl Next Door,2007,91 min,6.6,English,USA
24143,I Can't Think Straight,2008,82 min,6.5,English,UK
24144,Jetsam,2007,84 min,7.0,English,UK
24145,Who's Your Monkey?,2007,87 min,5.5,English,USA
24146,"Les zygs, le secret des disparus",2007,200 min,6.1,French,"France, Belgium"
24147,Furtivo,2008,82 min,6.5,Spanish,Argentina
24148,A Dangerous Dance,2007,90 min,2.2,"Hebrew, English, German",Israel
24149,A Fox's Tale,2008,85 min,2.0,Hungarian,"UK, Hungary"
24150,With Friends Like These,2007,100 min,7.1,"Flemish, French, Dutch",Belgium
24151,"Márió, a varázsló",2008,91 min,6.2,"Hungarian, Italian","Hungary, Italy"
24152,Töredék,2007,,5.6,Hungarian,"Hungary, Germany"
24153,Bigga Than Ben,2008,82 min,6.4,English,UK
24154,Blood Loss,2008,90 min,4.6,English,USA
24155,The House Sitter,2007,90 min,3.5,English,"Canada, USA"
24156,I Really Hate My Job,2007,90 min,5.2,English,UK
24157,Placebo,2008,,8.2,English,USA
24158,Shadow of the Cherry Blossom,2007,75 min,4.2,"French, Japanese","France, Japan"
24159,"1, 2, 3, Whiteout",2007,75 min,5.5,"French, English","France, USA"
24160,Frangela,2007,,7.4,English,USA
24161,Dead Eyes,2007,,,English,UK
24162,The Drummer,2007,118 min,7.0,"Mandarin, Cantonese","Hong Kong, Taiwan, Germany"
24163,Footskating 101 - The Movie,2007,80 min,6.1,English,South Africa
24164,GG 19 - Eine Reise durch Deutschland in 19 Artikeln,2007,143 min,5.3,German,Germany
24165,Reservation Road,2007,102 min,6.7,English,"USA, Germany"
24166,The Spirit,2008,103 min,4.8,"English, French",USA
24167,Golden Oldies,2008,,5.1,Portuguese,Brazil
24168,"Definitely, Maybe",2008,112 min,7.1,English,"UK, France, Germany, USA"
24169,The Boneyard Collection,2008,99 min,4.1,English,USA
24170,Anumanaspadam,2007,,6.0,Telugu,India
24171,Policing the Pacific,2007,,8.3,English,Australia
24172,Keep Dancing,2007,138 min,3.7,"English, Hindi, Punjabi",India
24173,El menor de los males,2007,110 min,6.4,Spanish,Spain
24174,Ta Ra Rum Pum,2007,153 min,5.6,"Hindi, English","USA, India"
24175,Visioneers,2008,94 min,6.1,English,USA
24176,Brown Soup Thing,2008,,6.6,"English, Filipino, Italian","USA, Philippines"
24177,Galore,2007,,,English,USA
24178,Utopia,2007,,5.7,,
24179,The Bridge,2007,,7.6,English,Australia
24180,Gardens of the Night,2008,110 min,6.9,English,"UK, USA"
24181,Le pendu,2007,90 min,6.0,French,France
24182,I Do & I Don't,2007,84 min,4.9,English,USA
24183,Shadows,2007,129 min,6.8,Macedonian,"Republic of Macedonia, Germany, Italy, Bulgaria, Spain"
24184,Autumn Ball,2007,123 min,7.2,Estonian,Estonia
24185,Taarka,2008,94 min,6.5,"Estonian, Finnish",Estonia
24186,Fall Down Dead,2007,94 min,3.9,English,USA
24187,New York City Serenade,2007,103 min,5.2,English,USA
24188,Sherman's Way,2008,97 min,5.5,English,USA
24189,The Piter Shmychel Project,2008,78 min,,Hebrew,Israel
24190,The 23rd Psalm,2007,89 min,8.0,English,USA
24191,Say Goodnight,2008,85 min,4.8,English,USA
24192,Careless,2007,90 min,4.9,English,USA
24193,Curse of Alcatraz,2007,100 min,2.5,English,USA
24194,Magic Flute Diaries,2008,104 min,5.8,English,Canada
24195,Sangre de mi sangre,2007,110 min,6.9,"English, Spanish","USA, Argentina"
24196,"Palo Alto, CA",2007,100 min,6.5,English,USA
24197,A Plumm Summer,2007,99 min,6.1,English,USA
24198,Victoriana,2007,78 min,5.9,"Czech, Russian, English",USA
24199,Seachd: The Inaccessible Pinnacle,2007,100 min,6.6,"English, Scottish Gaelic, Spanish",UK
24200,Fashion Victim,2008,90 min,3.1,English,USA
24201,Universal Remote,2007,78 min,3.7,English,USA
24202,A Viking Saga: Son of Thor,2008,82 min,2.1,"English, Danish","Denmark, USA"
24203,A Four Letter Word,2007,87 min,5.5,English,USA
24204,Carts,2007,93 min,6.5,English,USA
24205,Reservations,2008,,8.1,English,USA
24206,The Urn,2008,,5.0,English,USA
24207,The Woods Have Eyes,2007,90 min,3.8,English,USA
24208,Forgiven,2007,75 min,6.9,English,UK
24209,Sunny & Share Love You,2007,102 min,7.5,English,USA
24210,Un buen día lo tiene cualquiera,2007,84 min,5.8,Spanish,Spain
24211,Buscando a Emma,2007,98 min,5.9,Spanish,Spain
24212,Az emigráns,2007,,6.8,"English, Hungarian","Hungary, Italy"
24213,The Ode,2008,105 min,7.7,English,"India, USA"
24214,Goodnight Irene,2008,98 min,6.8,"English, Portuguese",Portugal
24215,Time to Die,2007,104 min,7.5,Polish,Poland
24216,Lora,2007,116 min,7.0,Hungarian,Hungary
24217,Abrígate,2007,90 min,5.7,"Spanish, Gallegan","Spain, Argentina"
24218,Nocturna,2007,80 min,7.3,"Spanish, English","Spain, France"
24219,The Appeared,2007,120 min,6.1,Spanish,"Sweden, Argentina, Spain"
24220,Summer Hours,2008,103 min,7.2,"French, English",France
24221,Arn: The Knight Templar,2007,139 min,6.6,"Swedish, English, Arabic, French, Latin","Sweden, UK, Denmark, Norway, Finland, Germany, Morocco"
24222,Jane Doe: Eye of the Beholder,2008,78 min,5.9,English,USA
24223,All Along,2007,,4.7,English,USA
24224,The Devil's Chair,2007,91 min,4.8,English,"UK, USA"
24225,Dough Boys,2008,90 min,5.1,English,USA
24226,Favorite Son,2008,90 min,6.7,English,USA
24227,House,2008,88 min,4.6,English,USA
24228,Your Name Here,2008,106 min,4.4,English,USA
24229,Sex and Breakfast,2007,81 min,4.8,English,USA
24230,Starrbooty,2007,,5.1,English,USA
24231,Fashion Victims,2007,105 min,6.8,German,Germany
24232,Rudy: The Return of the Racing Pig,2007,97 min,4.8,German,Germany
24233,The Darjeeling Limited,2007,91 min,7.2,"English, Hindi, German, Punjabi, Tibetan, French",USA
24234,Unfinished Sky,2007,94 min,6.8,"English, Dari",Australia
24235,A Thousand Years of Good Prayers,2007,83 min,6.7,"English, Mandarin, Persian",USA
24236,Das Geheimnis meiner Schwester,2007,,4.5,German,Germany
24237,Die Erntehelferin,2007,89 min,2.8,German,Germany
24238,Ein unverbesserlicher Dickkopf,2007,,5.5,German,Germany
24239,Step Brothers,2008,98 min,6.9,"English, Spanish",USA
24240,Confessions of a Gambler,2007,,6.5,"Afrikaans, English",South Africa
24241,Daisy Diamond,2007,94 min,5.9,"Danish, Swedish, English",Denmark
24242,Fi shaket Masr El Gedeeda,2007,118 min,7.3,Arabic,Egypt
24243,Lake Dead,2007,90 min,4.1,English,USA
24244,One of Our Own,2007,,6.4,English,USA
24245,The Rest is Silence,2007,114 min,8.1,"Romanian, French, German",Romania
24246,Santos,2008,97 min,2.2,"Spanish, Japanese, English","Japan, Spain, Chile"
24247,Semi-Pro,2008,91 min,5.8,English,USA
24248,Victor,2008,,5.9,English,Canada
24249,Dorks & Damsels,2007,93 min,6.3,Icelandic,"Iceland, UK, Finland"
24250,Back Stab,2007,1 h 36 min,7.0,,
24251,To My Great Chagrin: The Unbelievable Story of Brother Theodore,2007,72 min,7.1,English,USA
24252,Carnaval Blues,2007,1 h,,,
24253,Ice Spiders,2007,90 min,3.1,English,"USA, Germany"
24254,Forever Strong,2008,112 min,7.2,English,USA
24255,Miyuki,2007,90 min,5.9,"Japanese, English",USA
24256,Racing Daylight,2007,83 min,4.5,English,USA
24257,Shanghai Baby,2007,120 min,4.4,English,Germany
24258,"War Eagle, Arkansas",2007,93 min,6.3,English,USA
24259,Welcome to Tolono,2007,92 min,8.8,English,USA
24260,Carolina Moon,2007,90 min,6.0,English,"USA, Germany, Canada"
24261,Beau Jest,2008,98 min,6.5,English,USA
24262,The Battle for Bunker Hill,2008,,7.0,English,USA
24263,Cochochi,2007,87 min,4.6,Tarahumara,"Mexico, UK, Canada"
24264,The Perfect Holiday,2007,96 min,4.5,English,USA
24265,The Pink Conspiracy,2007,97 min,3.8,English,USA
24266,2 Days in Paris,2007,96 min,6.8,"English, French","France, Germany"
24267,Walk Hard: The Dewey Cox Story,2007,96 min,6.8,English,USA
24268,When Kiran Met Karen,2008,,5.2,"Hindi, English","USA, India"
24269,Brought Me This Far,2007,108 min,,English,USA
24270,Disintegration,2007,86 min,4.0,English,USA
24271,Fight Ring,2008,,3.6,,USA
24272,Hannah Takes the Stairs,2007,83 min,5.6,English,USA
24273,Main Rony Aur Jony,2007,,5.2,Hindi,India
24274,Osso Bucco,2008,86 min,5.9,English,USA
24275,Protégé,2007,106 min,7.2,"Cantonese, English, Thai",Hong Kong
24276,Street Revenge,2008,99 min,3.0,English,USA
24277,Fragile(s),2007,107 min,6.4,French,France
24278,Los bastardos,2008,90 min,6.3,"Spanish, English","Mexico, France, USA"
24279,Silent Light,2007,136 min,7.2,"Low German, Spanish, French, English","Mexico, France, Netherlands, Germany"
24280,Apartment 1303,2007,94 min,4.8,Japanese,"Japan, USA"
24281,"Carmo, Hit the Road",2008,99 min,5.7,"Portuguese, Spanish","Spain, Brazil, Poland"
24282,The Flemish Vampire,2007,100 min,3.1,Dutch,Belgium
24283,Paranoid Park,2007,85 min,6.7,English,"France, USA"
24284,Citizen Havel,2008,119 min,7.8,Czech,Czech Republic
24285,Desamuduru,2007,148 min,6.1,"Telugu, Hindi",India
24286,Faces of Love,2007,,,"Tagalog, Filipino",Philippines
24287,Anita O'Day: The Life of a Jazz Singer,2007,90 min,8.0,English,USA
24288,Buster,2008,,7.2,English,USA
24289,A Dance for Bethany,2007,104 min,5.6,English,USA
24290,Finishing the Game,2007,84 min,6.0,English,USA
24291,Lady Godiva,2008,89 min,3.8,English,UK
24292,The Party Never Stops: Diary of a Binge Drinker,2007,90 min,5.7,English,"Canada, USA"
24293,Still Small Voices,2007,90 min,6.9,English,Canada
24294,Body/Antibody,2007,98 min,6.0,English,USA
24295,The Brothers Bloom,2008,114 min,6.8,"English, French, Czech, Japanese",USA
24296,Kaidan,2007,115 min,6.2,Japanese,Japan
24297,Persuasion,2007,93 min,7.5,English,"UK, USA"
24298,My Baby Is Missing,2007,90 min,5.1,English,"Canada, USA"
24299,TV Virus,2007,104 min,7.6,English,USA
24300,When Is Tomorrow,2007,76 min,7.3,English,USA
24301,Vacation,2007,91 min,6.3,German,Germany
24302,Fürchte dich nicht,2007,90 min,7.3,German,Germany
24303,Hans im Glück,2007,71 min,,German,Germany
24304,North Face,2008,126 min,7.4,"German, Swiss German, French, Italian","Germany, Austria, Switzerland"
24305,Wild Chicks in Love,2007,108 min,5.8,German,Germany
24306,Die Hebamme,2008,45 min,,German,Germany
24307,West 32nd,2007,86 min,6.0,"English, Korean","South Korea, USA"
24308,College,2008,94 min,4.6,English,USA
24309,Northanger Abbey,2007,84 min,7.3,English,"UK, USA, Ireland"
24310,Fairway to Heaven,2007,90 min,7.9,English,USA
24311,The Trophy,2007,90 min,,English,USA
24312,Varg Veum - Bitre blomster,2007,95 min,6.4,Norwegian,"Norway, Sweden, Germany"
24313,Son of Rambow,2007,96 min,7.0,"English, French","UK, France, Germany, USA"
24314,Dhamaal,2007,136 min,7.3,Hindi,India
24315,Grendel,2007,82 min,3.6,English,USA
24316,My Name Is Anthony Gonsalves,2008,,3.5,Hindi,India
24317,Nanhe Jaisalmer: A Dream Come True,2007,108 min,6.1,Hindi,India
24318,The Boss,2007,105 min,3.8,Persian,Iran
24319,Shakalaka Boom Boom,2007,129 min,2.3,Hindi,India
24320,The Last Ottoman: Knockout Ali,2007,126 min,7.0,"Turkish, English, French, Greek",Turkey
24321,Zabardast,2008,,4.9,Hindi,India
24322,Bestiár,2007,100 min,4.4,"Czech, English, German",Czech Republic
24323,Bluff,2007,95 min,6.9,Spanish,Colombia
24324,Den man älskar,2007,92 min,6.2,Swedish,Sweden
24325,Diamond Road,2007,,7.5,English,Canada
24326,The Great War,2007,240 min,6.8,"English, French",Canada
24327,Triangle,2007,93 min,6.3,"Mandarin, Cantonese","Hong Kong, China"
24328,186 Kilometers,2007,106 min,6.7,Estonian,Estonia
24329,Kamasutra Nights,2008,140 min,5.1,"English, Tamil",India
24330,My Brother Is an Only Child,2007,108 min,7.1,Italian,"Italy, France"
24331,Le prince de ce monde,2008,,5.6,French,Belgium
24332,Sorority Sister Slaughter,2007,,1.9,English,USA
24333,The Tumbler,2008,74 min,6.3,English,Australia
24334,Seventeen and Missing,2007,90 min,5.0,English,Canada
24335,Kit Kittredge: An American Girl,2008,101 min,6.5,English,"USA, Canada"
24336,Summer of the Flying Saucer,2008,86 min,5.0,English,Ireland
24337,Before I Forget,2007,108 min,6.1,French,France
24338,Maneater,2007,88 min,4.1,English,"USA, Canada"
24339,Stand Up,2007,101 min,5.7,English,USA
24340,Weekend Junkies,2007,,,,
24341,Cine Manifest,2006,75 min,6.4,English,USA
24342,Recovery,2007,87 min,8.1,English,UK
24343,Gangster,2007,122 min,2.6,Swedish,Sweden
24344,The Girl in the Park,2007,110 min,6.3,English,USA
24345,In Search of Bony,2007,52 min,,English,Australia
24346,Law Dogs,2007,,5.4,English,USA
24347,Mansfield Park,2007,88 min,6.3,English,UK
24348,That Special Summer,2007,90 min,6.0,"Finnish, Swedish","Finland, Sweden"
24349,3 Américas,2007,98 min,6.0,"English, Spanish","USA, Argentina"
24350,Amends to My Life,2007,107 min,7.4,English,USA
24351,Cooties,2007,,6.6,English,USA
24352,Don't Shoot the Pharmacist!,2008,79 min,7.9,English,USA
24353,Mother's Day Massacre,2007,77 min,3.1,English,USA
24354,All God's Children Can Dance,2008,85 min,5.4,English,USA
24355,The Vanishing Point,2007,88 min,6.5,French,France
24356,The Pied Piper of Hützovina,2007,65 min,7.1,"English, Russian, Ukrainian",UK
24357,Scar,2007,83 min,4.1,English,USA
24358,Sugarhouse,2007,90 min,5.9,English,UK
24359,Summer Scars,2007,73 min,5.1,English,UK
24360,Tick Tock Lullaby,2007,73 min,4.8,English,UK
24361,Women Behind the Camera,2007,,8.0,"English, French, German, Gujarati, Spanish",USA
24362,Weaving Worlds,2007,57 min,8.2,"English, Navajo",USA
24363,Hidden Love,2007,100 min,5.4,French,"Italy, Luxembourg, Belgium"
24364,Manuale d'amore 2 (Capitoli successivi),2007,120 min,5.6,Italian,Italy
24365,Nadine,2007,100 min,6.4,"English, Portuguese, Dutch","Belgium, Netherlands"
24366,Nadzieja,2007,101 min,6.1,Polish,"Poland, Germany"
24367,"Piano, solo",2007,104 min,6.8,Italian,Italy
24368,The Lost Treasure of the Knights Templar II,2007,78 min,5.3,Danish,Denmark
24369,Vox Populi,2008,100 min,6.8,Dutch,Netherlands
24370,Helvetica,2007,80 min,7.2,English,UK
24371,Grow Your Own,2007,101 min,6.8,English,UK
24372,Back Soon,2007,83 min,5.3,English,USA
24373,The Mannsfield 12,2007,105 min,5.1,English,USA
24374,Cargo 200,2007,89 min,7.1,Russian,Russia
24375,S.O.S. szerelem!,2007,96 min,4.7,Hungarian,Hungary
24376,The Stone Angel,2007,116 min,6.1,English,"Canada, UK"
24377,Thy Neighbor,2008,123 min,7.7,"Italian, Finnish, French","Italy, Finland, France"
24378,Kung Fu Dunk,2008,100 min,4.9,"Cantonese, Mandarin","China, Hong Kong, Taiwan"
24379,Arranged,2007,90 min,7.3,"English, Hebrew, Arabic, Spanish",USA
24380,KillerKiller,2007,76 min,3.6,English,"USA, UK"
24381,The Mad,2007,83 min,4.8,English,Canada
24382,Diary of the Dead,2007,95 min,5.6,English,"USA, Canada"
24383,Colorado Avenue,2007,120 min,5.8,Swedish,"Finland, Sweden"
24384,Mutum,2007,95 min,6.9,Portuguese,"Brazil, France"
24385,Silent Resident,2007,96 min,5.3,German,"Austria, Germany, Luxembourg, Hungary"
24386,Sakkarakatti,2008,118 min,3.0,Tamil,India
24387,Ghost Town: The Movie,2007,115 min,4.1,English,USA
24388,Battle in Seattle,2007,98 min,6.7,English,"Canada, USA, Germany"
24389,Gomeda,2007,,2.2,Turkish,Turkey
24390,Liberty Kid,2007,92 min,6.8,English,USA
24391,Will Eisner: Portrait of a Sequential Artist,2007,,7.5,English,USA
24392,Slacker Uprising,2007,102 min,5.1,English,USA
24393,I'll Come Running,2008,112 min,6.8,"English, Danish","Denmark, USA"
24394,In Memory of Me,2007,115 min,6.4,Italian,"Italy, France"
24395,Kein Zurück - Studers neuster Fall,2007,,6.6,Swiss German,Switzerland
24396,My Boy Jack,2007,95 min,7.1,English,UK
24397,Forever Enthralled,2008,147 min,6.7,Mandarin,"China, Hong Kong"
24398,Tokyo Joe: The Man Who Brought Down the Chicago Mob - Mafia wo utta otoko,2008,93 min,3.4,"English, Japanese",Japan
24399,The House Bunny,2008,97 min,5.5,English,USA
24400,Inspector Mom: Kidnapped in Ten Easy Steps,2007,90 min,6.7,English,USA
24401,Born,2007,107 min,3.5,English,USA
24402,Dead On: The Life and Cinema of George A. Romero,2008,,5.9,English,USA
24403,Fist,2008,,,English,USA
24404,The Hideout,2007,100 min,6.1,English,Italy
24405,I Hate My Best Friends' Kids,2007,90 min,4.9,French,France
24406,"Like Mother, Like Daughter",2007,92 min,5.2,English,Canada
24407,Monocerus,2008,,5.5,"Norwegian, English, German, Finnish, Swedish","Norway, USA"
24408,Mr. Blue Sky,2007,84 min,7.6,English,USA
24409,Prince Among Slaves,2007,58 min,7.8,English,USA
24410,Satan's Cannibal Holocaust,2007,70 min,2.3,English,USA
24411,Velocity,2007,,6.8,English,UK
24412,Tarragona: Paradise on Fire,2007,182 min,5.2,"German, Spanish",Germany
24413,LA Blues,2007,95 min,5.8,English,USA
24414,Legiunea straina,2008,,6.1,Romanian,Romania
24415,Stuart: A Life Backwards,2007,92 min,7.8,English,UK
24416,The Upsetter: The Life and Music of Lee Scratch Perry,2008,95 min,7.1,English,USA
24417,Kicks,2007,112 min,6.0,"Arabic, Dutch",Netherlands
24418,The Long March,2007,120 min,7.8,English,USA
24419,Nulevoy kilometr,2007,87 min,6.2,"Russian, English",Russia
24420,Showdown at Area 51,2007,96 min,3.3,English,USA
24421,Credo,2008,87 min,4.4,English,UK
24422,The Lark Farm,2007,122 min,6.6,Italian,"Italy, Bulgaria, Spain, France, Germany"
24423,Taxi to the Dark Side,2007,106 min,7.4,English,USA
24424,Ten Dead Men,2008,90 min,3.8,English,UK
24425,American Dream,2008,,5.4,English,USA
24426,Mrs. Ratcliffe's Revolution,2007,102 min,5.8,English,"Hungary, UK"
24427,Dol,2007,90 min,5.7,"Kurdish, Turkish","Germany, Iraq, France"
24428,Huddersfield,2007,95 min,8.3,Serbian,Serbia
24429,I Am from Titov Veles,2007,102 min,6.2,Macedonian,"Republic of North Macedonia, Belgium, France, Slovenia"
24430,El Superstar: The Unlikely Rise of Juan Frances,2008,91 min,6.9,English,USA
24431,Kabei: Our Mother,2008,133 min,7.5,Japanese,Japan
24432,I Want to Be a Gangster,2008,80 min,6.3,"French, English",France
24433,Das Baby mit dem Goldzahn,2008,82 min,5.6,German,Germany
24434,Boystown,2007,101 min,6.0,Spanish,Spain
24435,Clubbed,2008,95 min,6.8,English,UK
24436,Liberté '56,2007,110 min,4.5,Hungarian,Hungary
24437,Megy a gözös,2007,90 min,3.7,"Hungarian, Hungarian",Hungary
24438,Nachmittag,2007,97 min,6.3,German,Germany
24439,Romance do Vaqueiro Voador,2007,71 min,4.6,Portuguese,Brazil
24440,"Tavasz, nyár, ösz",2007,,,Hungarian,Hungary
24441,Mein Mörder kommt zurück,2007,89 min,6.7,German,Germany
24442,O Magnata,2007,97 min,4.5,Portuguese,Brazil
24443,Cry of the Winged Serpent,2007,84 min,3.8,English,USA
24444,Sleuth,2007,88 min,6.5,English,"UK, USA"
24445,Let Them Chirp Awhile,2007,91 min,6.7,English,USA
24446,Timber Falls,2007,100 min,5.2,English,"USA, Romania"
24447,Rx,2007,48 min,7.7,English,USA
24448,La vie d'artiste,2007,107 min,6.3,French,France
24449,All About Us,2007,90 min,4.5,English,USA
24450,Diamond Dogs,2007,94 min,4.1,"English, Mandarin","Canada, China"
24451,Monkfish,2008,,,English,USA
24452,Smart People,2008,95 min,6.1,"English, Spanish",USA
24453,Teenius,2007,,6.9,English,USA
24454,Battle for Terra,2007,85 min,6.5,English,USA
24455,Urban Decay,2007,,5.4,English,USA
24456,Vater auf der Flucht,2007,,6.2,German,Germany
24457,Waiting for Hockney,2008,80 min,6.6,English,USA
24458,The Mummy: Tomb of the Dragon Emperor,2008,112 min,5.2,"English, Mandarin, Sanskrit","USA, Germany, China, Canada"
24459,3000 Miles,2007,105 min,6.2,English,"USA, UK"
24460,Kitchen,2007,240 min,7.6,English,UK
24461,The Last Day of Summer,2007,88 min,5.1,English,USA
24462,Plot 7,2007,90 min,5.1,English,USA
24463,The Village Barbershop,2008,99 min,6.9,English,USA
24464,Ladrón que roba a ladrón,2007,98 min,6.8,Spanish,USA
24465,Curse of the Iron Mask,2007,,6.2,English,Canada
24466,Golda's Balcony,2007,95 min,7.2,English,USA
24467,The Gold of Valhalla,2007,90 min,4.3,Danish,Denmark
24468,Life with Fiona,2007,,6.3,English,USA
24469,MP3: Mera Pehla Pehla Pyaar,2007,118 min,7.1,Hindi,India
24470,Montana Sky,2007,96 min,6.1,English,USA
24471,Outta Control,2008,88 min,7.1,"German, Russian",Germany
24472,The Chasing World,2008,98 min,5.6,Japanese,Japan
24473,Revolución: Five Visions,2007,56 min,8.1,Spanish,USA
24474,Salvation,2007,86 min,2.8,English,USA
24475,Du gehörst mir,2007,89 min,6.0,German,Germany
24476,Closet Space,2008,99 min,3.7,English,USA
24477,Far North,2007,89 min,6.1,English,"UK, France"
24478,Touching Home,2008,108 min,5.8,English,USA
24479,Marked for Mary: The Game,2007,,,English,USA
24480,¿Y a mí quién me cuida?,2007,90 min,3.4,Spanish,Spain
24481,Blindness,2008,121 min,6.6,"English, Japanese","Brazil, Canada, Japan, UK, Italy"
24482,Blutsbande,2007,85 min,,German,Germany
24483,Emotional Arithmetic,2007,99 min,6.1,English,Canada
24484,Luna: Spirit of the Whale,2007,90 min,6.2,English,Canada
24485,Sabari,2007,,4.1,Tamil,India
24486,Elite Squad,2007,115 min,8.1,"Portuguese, Greek, Latin, French, English, German, Italian, Spanish","Brazil, USA, Argentina"
24487,Ghost Image,2007,96 min,4.5,English,USA
24488,It Came from Another World!,2007,93 min,6.1,English,USA
24489,Jazz in the Diamond District,2008,79 min,5.5,English,USA
24490,Reichenbach Falls,2007,75 min,7.4,English,UK
24491,There Is Another Possibility,2007,102 min,4.5,"English, Turkish",Turkey
24492,The Schoolgirl's Diary,2007,94 min,5.3,Korean,North Korea
24493,"Ernst, Bobbie en de geslepen Onix",2007,65 min,5.6,Dutch,Netherlands
24494,The Meant to Be's,2008,,7.0,English,USA
24495,El pallasso i el Führer,2007,,7.1,Catalan,Spain
24496,Siete mesas de billar francés,2007,116 min,6.6,Spanish,Spain
24497,Sunshine Cleaning,2008,91 min,6.8,"English, Spanish",USA
24498,Trick 'r Treat,2007,82 min,6.8,English,USA
24499,Blindflug,2007,61 min,6.2,German,Germany
24500,Partnertausch,2007,88 min,6.3,German,Germany
24501,The Reject,2007,97 min,7.1,Serbian,Serbia
24502,Frankie D,2007,90 min,6.7,English,USA
24503,Das Traumpaar,2008,90 min,4.7,German,Germany
24504,Does It Hurt?,2007,100 min,6.2,"Macedonian, English",Republic of North Macedonia
24505,Lobby Lobster,2007,,5.7,English,USA
24506,Our Private Lives,2007,82 min,5.6,"Bulgarian, French, English",Canada
24507,Bastardi,2008,88 min,3.7,Italian,Italy
24508,Wine and Kisses,2007,,4.5,Italian,Italy
24509,The Haunted Casino,2007,81 min,4.0,English,USA
24510,3 amis,2007,93 min,5.4,French,France
24511,Faut que ça danse!,2007,100 min,5.8,"French, English","France, Switzerland"
24512,Kid Power,2007,96 min,5.6,French,France
24513,The Duchess,2008,110 min,6.9,English,"UK, Italy, France, USA"
24514,The Grocer's Son,2007,96 min,7.0,French,France
24515,"Gomez & Tavarès, la suite",2007,96 min,4.0,French,"Belgium, France"
24516,Meine böse Freundin,2007,90 min,6.2,German,Germany
24517,Teen Spirit,2007,90 min,5.4,French,France
24518,Trivial,2007,103 min,4.9,French,France
24519,My Very Best Friend,2007,92 min,6.2,French,France
24520,A Decent Proposal,2007,90 min,3.7,English,Canada
24521,The Black Balloon,2008,97 min,7.2,English,"Australia, UK"
24522,Neben der Spur,2007,110 min,5.5,German,Germany
24523,The Informers,2008,98 min,5.0,English,"Germany, USA"
24524,The Forbidden Kingdom,2008,104 min,6.6,"English, Mandarin","USA, China"
24525,Big City,2007,100 min,5.1,French,France
24526,The Boomer Century,2007,120 min,6.8,English,USA
24527,Night Bus,2007,105 min,6.8,Italian,"Italy, Poland"
24528,The Girls of San Frediano,2007,,7.1,Italian,Italy
24529,Family Game,2007,,5.0,Italian,Italy
24530,Tell,2007,96 min,3.5,"Swiss German, German","Switzerland, Germany"
24531,Testosteron,2007,119 min,6.0,Polish,Poland
24532,The Fiesta Grand,2007,95 min,4.6,English,USA
24533,Hotel California,2008,95 min,5.7,English,USA
24534,In Prison My Whole Life,2007,90 min,6.8,English,"UK, USA"
24535,The Jane Austen Book Club,2007,106 min,6.8,English,USA
24536,Love Is a Four Letter Word,2007,95 min,5.5,English,USA
24537,Made of Honor,2008,101 min,5.9,English,"USA, UK"
24538,The Minister of Divine,2007,,3.6,English,USA
24539,This Life + 10,2007,90 min,6.1,English,UK
24540,Two Tigers,2007,90 min,4.2,English,Italy
24541,Akasha Gopuram,2008,,4.5,Malayalam,India
24542,Amexicano,2007,84 min,7.0,"English, Spanish",USA
24543,Childless,2008,90 min,5.8,English,USA
24544,Chile Puede,2008,85 min,4.8,Spanish,Chile
24545,Eye of the Beast,2007,90 min,4.2,English,Canada
24546,From a Place of Darkness,2008,84 min,3.6,English,USA
24547,Hasutasok,2007,82 min,3.9,Hungarian,Hungary
24548,The Human Trace,2008,109 min,5.5,English,USA
24549,Iska's Journey,2007,92 min,7.0,"Hungarian, Romanian",Hungary
24550,Jamestown Unearthed,2007,57 min,,,
24551,Janmam,2007,,4.4,Malayalam,India
