Film_id,Writer_id
729,1267
730,1268
732,1269
733,1270
733,1271
734,1272
734,1273
736,1274
736,1275
737,1276
737,1277
738,1278
738,1279
738,1280
739,1281
739,1282
740,1283
740,1284
740,1285
741,1286
741,1287
741,870
741,366
742,1288
742,302
743,1289
744,1290
744,1291
745,1292
745,1293
746,1294
747,1295
748,1296
749,1297
749,1298
749,1299
750,1300
750,1301
751,887
751,1302
751,1303
752,1304
753,1305
753,1306
754,1307
755,1308
756,1309
756,920
757,1310
758,1311
759,1312
760,1313
761,1314
762,1315
763,304
763,1316
764,1317
764,1318
765,1319
765,1320
767,1321
767,1322
767,1323
768,1324
768,1325
769,1090
769,1326
770,1327
770,1328
770,1329
770,1330
771,1331
771,1332
772,1333
774,1334
775,406
775,1335
775,408
776,1336
776,311
776,312
776,1337
778,1338
779,1311
779,1339
780,1340
780,1341
780,1342
780,1343
780,1344
780,1345
780,1346
781,1347
781,1348
782,1349
783,1350
783,1351
783,1352
783,1353
784,253
785,1354
786,1355
787,1356
787,1357
788,1358
788,1359
788,1360
789,1361
789,1362
790,1363
792,1364
793,1365
794,1366
794,1367
796,304
796,1368
797,1369
797,1370
798,571
799,1371
799,1372
800,1373
800,1374
802,1375
802,1376
802,1377
802,1378
803,1379
803,1380
804,1381
804,1382
804,1383
805,1384
805,1385
805,1386
807,1387
808,1388
809,1389
809,1390
809,1391
810,1392
811,1393
812,1394
812,1395
812,1396
812,1397
812,1398
813,1399
815,1400
816,1401
817,1402
817,1403
818,1404
819,1405
820,1406
822,1407
822,1408
822,1409
823,1410
823,1411
824,1412
825,1413
825,1414
826,1415
827,1416
827,1417
827,1418
828,1419
829,1420
829,752
830,1421
832,1422
832,1423
833,1424
834,1425
834,1426
834,1427
834,1428
835,1429
835,1430
836,1431
836,1432
838,1433
838,1434
838,1435
838,1436
838,1437
839,1438
839,1439
840,1440
840,1441
840,1442
841,1443
842,1444
842,1445
842,1446
842,1447
842,1448
843,1449
844,1450
845,1451
846,1452
846,1453
847,1421
848,1454
849,1455
850,1456
851,1457
851,1458
852,1459
853,1460
853,1461
854,1462
855,1463
855,1464
856,1465
857,1466
858,1467
858,1468
859,1469
859,1470
859,1471
859,1472
859,1473
859,1474
859,1475
859,1476
861,1477
861,1478
863,1479
863,1480
864,1481
864,1482
865,1483
866,1484
867,1485
869,1486
869,1487
870,1488
870,1489
870,1490
871,1491
871,1338
872,1492
872,1493
873,1494
875,1495
875,1496
876,1497
876,1498
876,1499
876,260
877,1500
877,1501
878,1502
879,1503
880,1500
880,1501
881,1022
882,1504
883,1505
883,1506
883,1507
883,1508
884,1509
884,1510
884,575
884,1511
885,1355
885,1512
886,767
886,768
887,1513
887,1514
887,1515
888,1516
888,1517
889,1518
890,1519
891,1520
891,1521
891,1522
892,1523
893,1524
893,1525
893,1526
894,1527
895,1528
895,835
896,1529
896,216
897,1530
897,1531
898,1532
898,1533
898,1534
898,260
899,1535
900,1536
901,1537
902,1538
903,1539
904,1540
905,1541
906,1542
906,260
907,1543
907,1544
908,1545
909,1546
909,1547
910,1548
910,1549
910,479
911,1550
912,1551
913,1552
913,1553
914,1554
915,1555
915,1556
916,1557
916,1558
917,1559
918,1560
919,1561
919,1562
919,1563
919,1564
920,1565
920,1566
920,1567
920,1568
921,1569
922,1570
923,1571
924,1572
924,1573
924,1574
924,1575
925,1576
925,190
925,1577
926,1578
926,1579
927,1580
928,1570
929,1581
930,1582
930,1583
930,1584
931,1585
932,1586
934,1587
934,1588
934,1589
934,1590
934,1591
936,1592
936,1593
936,1594
937,1595
938,1596
938,1597
938,1598
939,1599
940,1600
940,1601
941,1602
941,1603
942,1604
942,1605
943,1606
944,1607
945,1608
946,1609
946,1610
947,1611
950,1612
950,1613
951,1614
951,1615
952,1616
952,1617
952,1618
953,1619
954,1620
954,1621
955,1622
955,1623
955,1624
955,1625
955,1626
956,1627
956,1628
956,1629
957,1630
958,1631
960,1632
960,1633
961,1634
961,1635
961,1636
962,1637
962,1638
962,1639
963,1640
964,1641
965,1642
965,1643
966,1644
967,1645
968,1646
969,1385
969,1647
970,1648
971,1649
971,1650
973,1651
973,1652
973,1653
974,1654
974,1655
975,1656
976,1657
976,1658
976,1659
977,1660
978,1661
978,1662
978,1663
978,1664
979,1665
979,1666
979,1667
980,1668
980,1669
981,1670
982,1671
982,1672
982,1673
982,1674
983,1675
983,1676
984,1677
985,1678
985,1679
985,1680
986,1681
986,794
989,1550
990,1682
990,1683
990,1684
991,1685
992,1686
994,1687
995,1688
995,1689
996,1690
996,1691
996,1692
997,1693
997,1694
998,1695
998,1696
999,1697
1000,1698
1001,1699
1002,1700
1003,1701
1003,1702
1003,1703
1004,1704
1005,1705
1005,1706
1006,1707
1007,1708
1008,1709
1009,1710
1010,1711
1011,1712
1011,150
1012,1713
1012,1714
1013,1715
1014,1716
1015,1532
1015,1717
1015,1718
1016,1719
1016,1720
1017,1721
1017,1722
1017,1723
1018,1724
1018,1725
1019,1011
1020,1726
1020,1727
1021,1728
1022,1729
1022,1730
1023,1731
1023,1732
1023,1733
1024,765
1025,969
1026,1734
1026,1735
1026,1736
1027,1737
1027,1738
1028,1739
1029,1740
1029,1741
1030,1742
1031,1743
1032,1744
1032,1745
1033,1746
1034,1747
1035,503
1035,504
1035,1748
1036,1749
1037,1750
1038,335
1039,1751
1039,1752
1039,1753
1039,1754
1039,1755
1039,1756
1040,1757
1040,1758
1040,1759
1041,1760
1041,1761
1042,1762
1042,1763
1042,1764
1042,1765
1042,1766
1043,1767
1044,141
1044,1768
1044,1769
1044,1770
1044,143
1044,1771
1045,1485
1046,1291
1046,1290
1047,1772
1047,1773
1047,1774
1048,1775
1049,1776
1049,1777
1050,1778
1051,1779
1051,1780
1051,1781
1052,1782
1052,1783
1053,1689
1054,1784
1054,1785
1055,840
1055,1786
1057,1787
1059,1788
1059,1789
1059,1790
1059,1791
1060,1792
1061,1793
1062,1794
1064,1795
1064,1796
1064,1797
1065,1798
1066,1799
1066,1800
1067,1801
1068,1802
1068,1803
1069,1704
1070,1804
1070,1805
1071,1806
1072,1807
1073,151
1073,1808
1074,1809
1074,1810
1074,1811
1074,1812
1075,1813
1076,1814
1076,1018
1077,1815
1078,1816
1078,1817
1078,1818
1079,1819
1079,1820
1080,1821
1080,1822
1081,1823
1081,1824
1081,1825
1081,1826
1082,1827
1082,1828
1082,1829
1082,1830
1082,1831
1083,1832
1084,1833
1084,1834
1085,1835
1086,1836
1086,1837
1087,1838
1087,1839
1087,507
1088,1840
1089,1841
1090,1842
1091,1843
1091,1844
1092,1845
1093,386
1094,1846
1094,1847
1095,1848
1096,1849
1096,1850
1096,1851
1096,1852
1097,1853
1097,1750
1098,1854
1098,1855
1099,127
1099,1856
1100,1857
1101,1858
1101,1859
1102,1860
1103,1861
1103,1862
1105,1863
1106,1864
1106,1865
1106,1866
1106,1867
1107,1868
1107,1869
1108,1870
1109,1871
1109,1872
1109,1873
1110,762
1110,1874
1110,822
1111,1875
1111,1876
1114,1877
1114,1878
1115,1879
1115,1880
1116,1881
1117,1882
1117,1883
1118,1884
1119,1885
1120,1886
1120,1887
1120,1888
1120,1889
1121,1890
1121,1891
1122,1892
1123,1893
1123,1894
1123,1895
1123,1896
1124,1897
1125,1898
1125,1899
1125,1900
1126,1901
1126,1521
1127,1902
1128,1903
1128,1904
1130,1905
1131,150
1131,1712
1132,1906
1132,1907
1133,1902
1134,1908
1135,1909
1135,1910
1135,1911
1136,1912
1136,1913
1136,1914
1139,1915
1141,1916
1141,1435
1142,1917
1143,1918
1143,1919
1144,1920
1145,1921
1146,1922
1148,1923
1148,1924
1149,1925
1150,1926
1151,1927
1152,1928
1153,1929
1154,1930
1154,1931
1154,1932
1155,1933
1155,1934
1156,1935
1156,1936
1157,1937
1157,1938
1158,1939
1158,1940
1159,1941
1159,1942
1160,1943
1161,1944
1162,1945
1162,1946
1162,1947
1163,1948
1163,1949
1164,1950
1166,1951
1167,1952
1167,1953
1167,1954
1168,1955
1168,1956
1169,1957
1170,1464
1171,1958
1172,365
1174,1959
1175,1960
1176,1961
1176,1962
1177,1963
1178,1964
1179,1965
1179,1966
1180,3
1180,1967
1180,1968
1180,1969
1181,1970
1182,1971
1183,1972
1184,592
1184,1973
1185,1974
1186,1975
1186,1976
1187,1977
1187,1978
1187,1979
1187,1980
1188,1981
1188,1982
1188,1973
1189,1983
1190,1984
1192,1985
1192,1986
1193,1987
1194,1988
1194,1989
1198,1990
1198,1991
1199,1992
1199,1993
1200,1994
1200,1995
1200,1996
1201,1997
1202,1998
1202,1999
1202,2000
1202,2001
1202,2002
1203,2003
1203,2004
1203,2005
1204,2006
1205,2007
1205,108
1205,2008
1206,2009
1207,2010
1207,2011
1208,2012
1209,2013
1209,2014
1210,2015
1210,2016
1211,2017
1211,2018
1211,2019
1211,199
1212,2020
1213,2021
1213,2022
1214,2023
1215,2024
1216,2025
1216,2026
1216,2027
1216,1823
1217,2028
1217,2029
1218,2030
1219,1740
1219,2031
1219,2032
1220,421
1221,2033
1222,2034
1223,2035
1223,2036
1224,2037
1224,2038
1224,2039
1225,2040
1226,2041
1226,2042
1226,2043
1227,2044
1228,2045
1229,2046
1229,2047
1229,2048
1229,2049
1230,2050
1230,2051
1231,2052
1232,2053
1233,2054
1233,2055
1233,2056
1233,1642
1234,2057
1234,2058
1235,2059
1235,2060
1235,2061
1235,2062
1236,2063
1237,2064
1237,2065
1238,2066
1238,2067
1238,2068
1238,2069
1239,2070
1239,2071
1239,2072
1239,2073
1239,2074
1240,2075
1241,2076
1242,2077
1242,2078
1242,2079
1243,2080
1243,2081
1244,2082
1244,2083
1244,2084
1244,2085
1245,2086
1245,2087
1246,2088
1246,2089
1247,2090
1247,2091
1248,2092
1249,2093
1249,2094
1249,2095
1249,2096
1250,2097
1250,2098
1251,2099
1251,2100
1252,2101
1252,2102
1252,2103
1253,2104
1254,2105
1254,2106
1255,2107
1256,2108
1256,2109
1258,2110
1258,2111
1259,2075
1260,2112
1260,2113
1260,2114
1260,2115
1261,2116
1261,2117
1262,2118
1263,2119
1263,2120
1263,2121
1264,2122
1265,2123
1265,2124
1266,2125
1267,1189
1268,2126
1268,2127
1268,2128
1269,2129
1270,2130
1271,2131
1272,2132
1272,2133
1272,2134
1273,2135
1275,2136
1275,2137
1275,2138
1276,2139
1279,2140
1279,2141
1280,2142
1281,2143
1282,2144
1283,2145
1284,2146
1285,2147
1287,2148
1287,2149
1287,2150
1288,2151
1288,2152
1288,2153
1290,2154
1290,2155
1291,2156
1291,2157
1292,2158
1293,2159
1293,2160
1293,2161
1293,2162
1294,2163
1294,2164
1295,2165
1295,2166
1296,2167
1296,2168
1296,2169
1298,2170
1299,2050
1299,2051
1300,2171
1300,2172
1300,2173
1301,2174
1302,2175
1304,2176
1305,2177
1306,2178
1306,2179
1306,2180
1307,2181
1308,2182
1309,2183
1310,2184
1311,2185
1312,2186
1312,2187
1313,2188
1313,2189
1314,2190
1314,2191
1315,2192
1315,2193
1315,2194
1316,2195
1316,2196
1316,2197
1316,2198
1317,1645
1317,2199
1318,2200
1319,2201
1320,2202
1320,2203
1321,2204
1322,2205
1322,2206
1323,2207
1324,2208
1325,2209
1326,2210
1327,2211
1327,2212
1328,2213
1329,2214
1329,2215
1329,2216
1329,2217
1330,2218
1331,2219
1332,2220
1332,2221
1333,2222
1334,2223
1334,2224
1334,2225
1334,2226
1335,2227
1336,2228
1337,2229
1337,2230
1338,2231
1338,2232
1339,2233
1340,304
1340,2234
1340,2235
1341,2236
1341,2237
1341,2238
1342,2239
1342,2240
1343,2241
1343,2242
1343,1781
1344,2243
1346,2244
1347,2245
1348,2246
1349,2247
1349,2248
1350,2249
1350,2250
1351,2251
1352,2252
1352,2253
1353,173
1354,2254
1354,2255
1355,2256
1355,2257
1356,150
1356,2258
1356,2259
1356,2260
1357,2261
1357,2262
1358,2263
1359,2264
1359,1765
1359,2265
1360,2266
1361,2267
1361,2268
1362,2269
1362,2270
1363,2271
1364,2272
1364,2273
1365,2274
1366,2275
1366,2276
1367,2277
1368,2278
1368,2279
1369,2280
1369,1955
1369,1956
1370,2281
1370,2282
1371,2283
1372,2284
1374,2285
1374,2286
1375,2287
1376,136
1377,348
1378,2288
1378,254
1379,2289
1380,2290
1381,2291
1382,2292
1383,2293
1384,2294
1384,2295
1385,2296
1386,2297
1387,2298
1388,2299
1388,2300
1388,2301
1390,2302
1390,2303
1390,2304
1392,2305
1393,2306
1393,2307
1393,2308
1394,2309
1396,2310
1399,2311
1399,2312
1400,2313
1401,2314
1401,2315
1402,2316
1402,2317
1403,2318
1403,2319
1404,2320
1406,2321
1407,2322
1408,2323
1408,2324
1409,2325
1410,2326
1410,2327
1411,2328
1412,2329
1412,2330
1413,2331
1413,2332
1414,2333
1414,2334
1415,2335
1415,2336
1417,2337
1417,2338
1417,2339
1418,2340
1419,2341
1420,2342
1421,2343
1421,2344
1421,2288
1422,2345
1422,2346
1423,2347
1423,2348
1423,2349
1424,2350
1426,2351
1427,2352
1428,2353
1428,2354
1428,2355
1428,278
1428,279
1429,2356
1429,2357
1429,2358
1430,2359
1430,2360
1431,2361
1431,2362
1432,2363
1432,2364
1432,2365
1433,2366
1434,2367
1434,2368
1437,2369
1437,2370
1438,2371
1438,2372
1438,2373
1439,2374
1441,2375
1441,2376
1442,2377
1442,2378
1443,2379
1443,2380
1444,2381
1444,2382
1445,2383
1446,2384
1446,2367
1447,2291
1448,2385
1449,2386
1449,2387
1449,2090
1449,2388
1450,2261
1450,1090
1451,2389
1452,2276
1452,2275
1454,2390
1455,2391
1456,2392
1456,2393
1457,2394
1458,2395
1458,2396
1459,2397
1459,2398
1459,2399
1460,2400
1461,2401
1461,2402
1462,1208
1463,2403
1463,476
1463,2404
1464,2405
1466,1609
1467,2406
1467,2407
1468,2408
1469,2409
1469,2410
1470,2411
1470,2412
1471,2413
1471,2414
1472,2415
1473,2416
1474,2417
1475,2418
1476,2419
1476,2420
1477,2421
1477,2422
1478,2423
1478,2424
1478,2425
1478,1703
1479,471
1479,628
1479,2426
1480,2427
1480,2428
1481,2429
1482,2430
1483,2431
1483,2432
1483,2433
1485,2434
1485,2435
1485,2436
1485,2437
1486,2438
1486,2439
1486,2440
1489,2441
1490,2442
1490,2443
1490,2444
1491,2445
1491,2446
1491,2447
1492,92
1493,2448
1494,2449
1494,2450
1495,2451
1495,2452
1496,2453
1498,2454
1499,2455
1500,2456
1501,2457
1502,2458
1503,2459
1503,2460
1503,2461
1504,2462
1504,2463
1504,2464
1504,2465
1504,2466
1504,2467
1504,2468
1505,2469
1506,2470
1506,2471
1506,2472
1507,2473
1507,2474
1507,2475
1508,2476
1508,2477
1508,2478
1509,2479
1509,2480
1510,2481
1511,2482
1511,136
1511,2483
1512,2484
1513,2485
1514,2486
1515,2487
1516,2488
1517,831
1517,832
1517,2489
1517,2490
1517,2491
1517,2492
1517,2493
1517,2494
1517,2495
1518,2496
1519,2497
1520,2498
1521,2499
1521,2500
1521,2501
1521,2502
1522,2503
1522,2504
1523,2505
1524,2506
1527,2507
1528,2508
1528,2509
1529,2510
1529,2511
1530,2512
1531,2513
1532,2514
1533,2515
1534,2516
1535,1465
1536,2517
1536,2518
1537,2519
1538,722
1539,2520
1540,2521
1540,2522
1541,2523
1541,2524
1541,2525
1542,2526
1543,2527
1544,2528
1544,2529
1545,2530
1546,2531
1547,2532
1548,2533
1550,2534
1550,2535
1551,2536
1551,2537
1552,2538
1553,2539
1554,2540
1554,2541
1555,2542
1556,2543
1556,2544
1558,2545
1558,2546
1559,2547
1560,2548
1561,2549
1561,2550
1561,2551
1562,2552
1563,2553
1565,2554
1565,2555
1565,2556
1565,2557
1566,2558
1567,2559
1569,2560
1569,2561
1570,2562
1571,2563
1572,2564
1574,2565
1574,2566
1574,2567
1575,2568
1575,2569
1575,2570
1576,2571
1576,2572
1577,2573
1577,2574
1578,2575
1578,2576
1579,2577
1579,2578
1580,2579
1580,2580
1581,2581
1582,2582
1582,2583
1583,2584
1583,2585
1583,2586
1584,2587
1584,2588
1585,2589
1585,2590
1585,2591
1585,2592
1586,2593
1586,2594
1586,2595
1587,2596
1588,2478
1589,2597
1590,2598
1591,2599
1592,2600
1593,2601
1594,2602
1594,2603
1595,2604
1596,2605
1596,2606
1597,2607
1598,2608
1599,2609
1599,2610
1599,2611
1601,2612
1601,2613
1602,2614
1603,2615
1604,2616
1604,2617
1605,2618
1605,2619
1606,2620
1606,2621
1607,2622
1607,2623
1608,2624
1608,2625
1609,2626
1609,2627
1609,2628
1609,2629
1610,2281
1611,2630
1611,2631
1612,2632
1613,2633
1613,2634
1614,2635
1614,2636
